Entity,Code,Year,Grapes | 00000560 || Production | 005510 || tonnes
Low-income countries,,2009,884336.8
Low-income countries,,2010,906801.2
Low-income countries,,2011,997393.4
Low-income countries,,2012,1125435
Low-income countries,,2013,1090828
Low-income countries,,2014,1109871.1
Low-income countries,,2015,1151371.2
Low-income countries,,2016,1235858.6
Low-income countries,,2017,1311465
Low-income countries,,2018,1348770.4
Low-income countries,,2019,1517780
Low-income countries,,2020,1391900.1
Low-income countries,,2021,1370642.9
Low-income countries,,2022,1299976.1
Low-income countries,,2023,1477348.9
Lower-middle-income countries,,1961,982100
Lower-middle-income countries,,1962,960472
Lower-middle-income countries,,1963,1034612
Lower-middle-income countries,,1964,1041542
Lower-middle-income countries,,1965,1130147
Lower-middle-income countries,,1966,943392
Lower-middle-income countries,,1967,812397
Lower-middle-income countries,,1968,834109
Lower-middle-income countries,,1969,652293
Lower-middle-income countries,,1970,695972
Lower-middle-income countries,,1971,866328
Lower-middle-income countries,,1972,898128
Lower-middle-income countries,,1973,925931
Lower-middle-income countries,,1974,972150
Lower-middle-income countries,,1975,899607
Lower-middle-income countries,,1976,945197
Lower-middle-income countries,,1977,920528
Lower-middle-income countries,,1978,1010086
Lower-middle-income countries,,1979,1010489
Lower-middle-income countries,,1980,1045603
Lower-middle-income countries,,1981,1103702
Lower-middle-income countries,,1982,1062339
Lower-middle-income countries,,1983,1141036
Lower-middle-income countries,,1984,1194313
Lower-middle-income countries,,1985,1305151
Lower-middle-income countries,,1986,1388218
Lower-middle-income countries,,1987,1392337
Lower-middle-income countries,,1988,1591915
Lower-middle-income countries,,1989,1638514
Lower-middle-income countries,,1990,1646433
Lower-middle-income countries,,1991,1784843.1
Lower-middle-income countries,,1992,3151817
Lower-middle-income countries,,1993,3046023.5
Lower-middle-income countries,,1994,3206761.5
Lower-middle-income countries,,1995,3370647
Lower-middle-income countries,,1996,3592481.8
Lower-middle-income countries,,1997,3612184.2
Lower-middle-income countries,,1998,3494363.2
Lower-middle-income countries,,1999,3480867
Lower-middle-income countries,,2000,4037058.8
Lower-middle-income countries,,2001,3989055.5
Lower-middle-income countries,,2002,4036272.2
Lower-middle-income countries,,2003,4154073.2
Lower-middle-income countries,,2004,4703794.5
Lower-middle-income countries,,2005,4786255
Lower-middle-income countries,,2006,4838403
Lower-middle-income countries,,2007,4980164
Lower-middle-income countries,,2008,4963898.5
Lower-middle-income countries,,2009,5094760.5
Lower-middle-income countries,,2010,4109402.2
Lower-middle-income countries,,2011,4622772.5
Lower-middle-income countries,,2012,5762538.5
Lower-middle-income countries,,2013,6207340.5
Lower-middle-income countries,,2014,6636447.5
Lower-middle-income countries,,2015,7008515.5
Lower-middle-income countries,,2016,6990610
Lower-middle-income countries,,2017,7375909.5
Lower-middle-income countries,,2018,7340599
Lower-middle-income countries,,2019,7433718
Lower-middle-income countries,,2020,7114274
Lower-middle-income countries,,2021,7726960
Lower-middle-income countries,,2022,8040124
Lower-middle-income countries,,2023,8443257
Luxembourg,LUX,2000,18357
Luxembourg,LUX,2001,18945
Luxembourg,LUX,2002,21239
Luxembourg,LUX,2003,17038
Luxembourg,LUX,2004,21359
Luxembourg,LUX,2005,18759
Luxembourg,LUX,2006,16924
Luxembourg,LUX,2007,19756
Luxembourg,LUX,2008,17594
Luxembourg,LUX,2009,18341
Luxembourg,LUX,2010,14674
Luxembourg,LUX,2011,17568
Luxembourg,LUX,2012,11318
Luxembourg,LUX,2013,13428
Luxembourg,LUX,2014,16629
Luxembourg,LUX,2015,14722
Luxembourg,LUX,2016,11032
Luxembourg,LUX,2017,10806.04
Luxembourg,LUX,2018,18100
Luxembourg,LUX,2019,10160
Luxembourg,LUX,2020,12950
Luxembourg,LUX,2021,13360
Luxembourg,LUX,2022,11810
Luxembourg,LUX,2023,10880
Madagascar,MDG,1961,1850
Madagascar,MDG,1962,1850
Madagascar,MDG,1963,2000
Madagascar,MDG,1964,2000
Madagascar,MDG,1965,2000
Madagascar,MDG,1966,2400
Madagascar,MDG,1967,2300
Madagascar,MDG,1968,2550
Madagascar,MDG,1969,2680
Madagascar,MDG,1970,2585
Madagascar,MDG,1971,3280
Madagascar,MDG,1972,3000
Madagascar,MDG,1973,2780
Madagascar,MDG,1974,3710
Madagascar,MDG,1975,10010
Madagascar,MDG,1976,11610
Madagascar,MDG,1977,13245
Madagascar,MDG,1978,12100
Madagascar,MDG,1979,7970
Madagascar,MDG,1980,8920
Madagascar,MDG,1981,8070
Madagascar,MDG,1982,8420
Madagascar,MDG,1983,9045
Madagascar,MDG,1984,9500
Madagascar,MDG,1985,9700
Madagascar,MDG,1986,9900
Madagascar,MDG,1987,10000
Madagascar,MDG,1988,10000
Madagascar,MDG,1989,10170
Madagascar,MDG,1990,10200
Madagascar,MDG,1991,10200
Madagascar,MDG,1992,10300
Madagascar,MDG,1993,10200
Madagascar,MDG,1994,10000
Madagascar,MDG,1995,10200
Madagascar,MDG,1996,10300
Madagascar,MDG,1997,10400
Madagascar,MDG,1998,10500
Madagascar,MDG,1999,10600
Madagascar,MDG,2000,10400
Madagascar,MDG,2001,10500
Madagascar,MDG,2002,10500
Madagascar,MDG,2003,10600
Madagascar,MDG,2004,10600
Madagascar,MDG,2005,10700
Madagascar,MDG,2006,11000
Madagascar,MDG,2007,12000
Madagascar,MDG,2008,12474.62
Madagascar,MDG,2009,12676.77
Madagascar,MDG,2010,12826.21
Madagascar,MDG,2011,12891.05
Madagascar,MDG,2012,13000
Madagascar,MDG,2013,12900
Madagascar,MDG,2014,12830.14
Madagascar,MDG,2015,13155.89
Madagascar,MDG,2016,13340.49
Madagascar,MDG,2017,13468.39
Madagascar,MDG,2018,13552.87
Madagascar,MDG,2019,13617.59
Madagascar,MDG,2020,13595.39
Madagascar,MDG,2021,13627.43
Madagascar,MDG,2022,13670.59
Madagascar,MDG,2023,13712.15
Malawi,MWI,2017,226
Malawi,MWI,2018,240
Malawi,MWI,2019,180.01
Malawi,MWI,2020,173.88
Malawi,MWI,2021,209.58
Malawi,MWI,2022,211.05
Malawi,MWI,2023,210.08
Malta,MLT,1961,5125
Malta,MLT,1962,2922
Malta,MLT,1963,3827
Malta,MLT,1964,2985
Malta,MLT,1965,4267
Malta,MLT,1966,3454
Malta,MLT,1967,4368
Malta,MLT,1968,3759
Malta,MLT,1969,4368
Malta,MLT,1970,3556
Malta,MLT,1971,5000
Malta,MLT,1972,5000
Malta,MLT,1973,5000
Malta,MLT,1974,5000
Malta,MLT,1975,6000
Malta,MLT,1976,4500
Malta,MLT,1977,5500
Malta,MLT,1978,4000
Malta,MLT,1979,4500
Malta,MLT,1980,4000
Malta,MLT,1981,3500
Malta,MLT,1982,3600
Malta,MLT,1983,4000
Malta,MLT,1984,3400
Malta,MLT,1985,3400
Malta,MLT,1986,3700
Malta,MLT,1987,3900
Malta,MLT,1988,4200
Malta,MLT,1989,4800
Malta,MLT,1990,5400
Malta,MLT,1991,6300
Malta,MLT,1992,7200
Malta,MLT,1993,7000
Malta,MLT,1994,9000
Malta,MLT,1995,15000
Malta,MLT,1996,9000
Malta,MLT,1997,5500
Malta,MLT,1998,2021
Malta,MLT,1999,1750
Malta,MLT,2000,1306
Malta,MLT,2001,1315
Malta,MLT,2002,1208
Malta,MLT,2003,1236
Malta,MLT,2004,3624
Malta,MLT,2005,3483
Malta,MLT,2006,6380
Malta,MLT,2007,3387
Malta,MLT,2008,4898
Malta,MLT,2009,4821
Malta,MLT,2010,4638
Malta,MLT,2011,4478
Malta,MLT,2012,5317
Malta,MLT,2013,5131
Malta,MLT,2014,5163
Malta,MLT,2015,5110
Malta,MLT,2016,3706.88
Malta,MLT,2017,3628
Malta,MLT,2018,4110
Malta,MLT,2019,3240
Malta,MLT,2020,2890
Malta,MLT,2021,2640
Malta,MLT,2022,3600
Malta,MLT,2023,2880
Mexico,MEX,1961,72756
Mexico,MEX,1962,70487
Mexico,MEX,1963,81650
Mexico,MEX,1964,86905
Mexico,MEX,1965,97879
Mexico,MEX,1966,105892
Mexico,MEX,1967,102609
Mexico,MEX,1968,110506
Mexico,MEX,1969,118158
Mexico,MEX,1970,178467
Mexico,MEX,1971,182280
Mexico,MEX,1972,190976
Mexico,MEX,1973,217619
Mexico,MEX,1974,237744
Mexico,MEX,1975,247072
Mexico,MEX,1976,282669
Mexico,MEX,1977,299808
Mexico,MEX,1978,427113
Mexico,MEX,1979,411467
Mexico,MEX,1980,443516
Mexico,MEX,1981,598991
Mexico,MEX,1982,612135
Mexico,MEX,1983,599545
Mexico,MEX,1984,539223
Mexico,MEX,1985,592750
Mexico,MEX,1986,666669
Mexico,MEX,1987,516169
Mexico,MEX,1988,552668
Mexico,MEX,1989,502470
Mexico,MEX,1990,428898
Mexico,MEX,1991,529579
Mexico,MEX,1992,522041
Mexico,MEX,1993,466596
Mexico,MEX,1994,536924
Mexico,MEX,1995,475857
Mexico,MEX,1996,408275
Mexico,MEX,1997,473337
Mexico,MEX,1998,478047
Mexico,MEX,1999,482805
Mexico,MEX,2000,371796
Mexico,MEX,2001,435686
Mexico,MEX,2002,363000
Mexico,MEX,2003,456638
Mexico,MEX,2004,305000
Mexico,MEX,2005,323203
Mexico,MEX,2006,244073
Mexico,MEX,2007,356258
Mexico,MEX,2008,307478
Mexico,MEX,2009,274828
Mexico,MEX,2010,307147
Mexico,MEX,2011,281145
Mexico,MEX,2012,375298
Mexico,MEX,2013,350421
Mexico,MEX,2014,335739
Mexico,MEX,2015,369951.2
Mexico,MEX,2016,336974.97
Mexico,MEX,2017,404585.34
Mexico,MEX,2018,430658.06
Mexico,MEX,2019,472707.56
Mexico,MEX,2020,453520.12
Mexico,MEX,2021,433984.78
Mexico,MEX,2022,459092.34
Mexico,MEX,2023,481128.88
Moldova,MDA,1992,823810
Moldova,MDA,1993,927820
Moldova,MDA,1994,670210
Moldova,MDA,1995,875497
Moldova,MDA,1996,789360
Moldova,MDA,1997,309770
Moldova,MDA,1998,342700
Moldova,MDA,1999,464857
Moldova,MDA,2000,703785
Moldova,MDA,2001,505012
Moldova,MDA,2002,641156
Moldova,MDA,2003,677200
Moldova,MDA,2004,685570
Moldova,MDA,2005,518525
Moldova,MDA,2006,466057
Moldova,MDA,2007,597957
Moldova,MDA,2008,635513
Moldova,MDA,2009,685102
Moldova,MDA,2010,481620
Moldova,MDA,2011,594842
Moldova,MDA,2012,505917
Moldova,MDA,2013,612702
Moldova,MDA,2014,593883
Moldova,MDA,2015,598664
Moldova,MDA,2016,615739
Moldova,MDA,2017,675056
Moldova,MDA,2018,730171
Moldova,MDA,2019,658726
Moldova,MDA,2020,462050
Moldova,MDA,2021,490676
Moldova,MDA,2022,531134
Moldova,MDA,2023,571100
Montenegro,MNE,2006,41726
Montenegro,MNE,2007,35402
Montenegro,MNE,2008,43989
Montenegro,MNE,2009,38635
Montenegro,MNE,2010,40804
Montenegro,MNE,2011,32815
Montenegro,MNE,2012,25079
Montenegro,MNE,2013,24148
Montenegro,MNE,2014,17129
Montenegro,MNE,2015,23086
Montenegro,MNE,2016,28925.4
Montenegro,MNE,2017,22201.9
Montenegro,MNE,2018,24440.6
Montenegro,MNE,2019,20864
Montenegro,MNE,2020,21269
Montenegro,MNE,2021,22998
Montenegro,MNE,2022,19945.1
Montenegro,MNE,2023,15402.38
Morocco,MAR,1961,357000
Morocco,MAR,1962,304000
Morocco,MAR,1963,392000
Morocco,MAR,1964,401000
Morocco,MAR,1965,507000
Morocco,MAR,1966,362000
Morocco,MAR,1967,238000
Morocco,MAR,1968,310000
Morocco,MAR,1969,160000
Morocco,MAR,1970,202600
Morocco,MAR,1971,275600
Morocco,MAR,1972,264000
Morocco,MAR,1973,282400
Morocco,MAR,1974,290000
Morocco,MAR,1975,257000
Morocco,MAR,1976,249500
Morocco,MAR,1977,242600
Morocco,MAR,1978,230000
Morocco,MAR,1979,238900
Morocco,MAR,1980,200000
Morocco,MAR,1981,259000
Morocco,MAR,1982,170000
Morocco,MAR,1983,199200
Morocco,MAR,1984,229900
Morocco,MAR,1985,261800
Morocco,MAR,1986,308000
Morocco,MAR,1987,229000
Morocco,MAR,1988,197000
Morocco,MAR,1989,257253
Morocco,MAR,1990,232000
Morocco,MAR,1991,259000
Morocco,MAR,1992,294000
Morocco,MAR,1993,230400
Morocco,MAR,1994,282000
Morocco,MAR,1995,128000
Morocco,MAR,1996,193000
Morocco,MAR,1997,262000
Morocco,MAR,1998,261560
Morocco,MAR,1999,334800
Morocco,MAR,2000,252600
Morocco,MAR,2001,243100
Morocco,MAR,2002,275660
Morocco,MAR,2003,339500
Morocco,MAR,2004,315000
Morocco,MAR,2005,334000
Morocco,MAR,2006,363040
Morocco,MAR,2007,323800
Morocco,MAR,2008,290794
Morocco,MAR,2009,338130
Morocco,MAR,2010,344334
Morocco,MAR,2011,381861
Morocco,MAR,2012,341902
Morocco,MAR,2013,345195.16
Morocco,MAR,2014,358960.8
Morocco,MAR,2015,418366.9
Morocco,MAR,2016,364865.56
Morocco,MAR,2017,378128.06
Morocco,MAR,2018,451157.5
Morocco,MAR,2019,459500
Morocco,MAR,2020,396902.8
Morocco,MAR,2021,420113
Morocco,MAR,2022,319998.16
Morocco,MAR,2023,309602.34
Namibia,NAM,1995,2298
Namibia,NAM,1996,2748
Namibia,NAM,1997,3344
Namibia,NAM,1998,3914
Namibia,NAM,1999,5227
Namibia,NAM,2000,3796
Namibia,NAM,2001,7000
Namibia,NAM,2002,9000
Namibia,NAM,2003,9500
Namibia,NAM,2004,11500
Namibia,NAM,2005,15500
Namibia,NAM,2006,19000
Namibia,NAM,2007,20000
Namibia,NAM,2008,19935.87
Namibia,NAM,2009,20000
Namibia,NAM,2010,21703.16
Namibia,NAM,2011,22377.55
Namibia,NAM,2012,22877.63
Namibia,NAM,2013,23225.86
Namibia,NAM,2014,27500
Namibia,NAM,2015,28500
Namibia,NAM,2016,27500
Namibia,NAM,2017,31500
Namibia,NAM,2018,28500
Namibia,NAM,2019,33087.03
Namibia,NAM,2020,34769.68
Namibia,NAM,2021,40200
Namibia,NAM,2022,37765.91
Namibia,NAM,2023,38940.72
Net Food Importing Developing Countries (FAO),,1961,1115106
Net Food Importing Developing Countries (FAO),,1962,1098922
Net Food Importing Developing Countries (FAO),,1963,1160382
Net Food Importing Developing Countries (FAO),,1964,1183265
Net Food Importing Developing Countries (FAO),,1965,1300316
Net Food Importing Developing Countries (FAO),,1966,1141735
Net Food Importing Developing Countries (FAO),,1967,1048446
Net Food Importing Developing Countries (FAO),,1968,1076426
Net Food Importing Developing Countries (FAO),,1969,914356
Net Food Importing Developing Countries (FAO),,1970,888332
Net Food Importing Developing Countries (FAO),,1971,995497
Net Food Importing Developing Countries (FAO),,1972,1092718
Net Food Importing Developing Countries (FAO),,1973,1149545
Net Food Importing Developing Countries (FAO),,1974,1256073
Net Food Importing Developing Countries (FAO),,1975,1234012
Net Food Importing Developing Countries (FAO),,1976,1336935
Net Food Importing Developing Countries (FAO),,1977,1220011
Net Food Importing Developing Countries (FAO),,1978,1243057
Net Food Importing Developing Countries (FAO),,1979,1224951
Net Food Importing Developing Countries (FAO),,1980,1271437
Net Food Importing Developing Countries (FAO),,1981,1311207
Net Food Importing Developing Countries (FAO),,1982,1205768
Net Food Importing Developing Countries (FAO),,1983,1277711
Net Food Importing Developing Countries (FAO),,1984,1298152
Net Food Importing Developing Countries (FAO),,1985,1401305
Net Food Importing Developing Countries (FAO),,1986,1464100
Net Food Importing Developing Countries (FAO),,1987,1482149
Net Food Importing Developing Countries (FAO),,1988,1516061
Net Food Importing Developing Countries (FAO),,1989,1616119
Net Food Importing Developing Countries (FAO),,1990,1576622
Net Food Importing Developing Countries (FAO),,1991,1601114
Net Food Importing Developing Countries (FAO),,1992,1697507
Net Food Importing Developing Countries (FAO),,1993,1703460.4
Net Food Importing Developing Countries (FAO),,1994,1744232
Net Food Importing Developing Countries (FAO),,1995,1675105.8
Net Food Importing Developing Countries (FAO),,1996,1883393.9
Net Food Importing Developing Countries (FAO),,1997,1970754.4
Net Food Importing Developing Countries (FAO),,1998,2022640.8
Net Food Importing Developing Countries (FAO),,1999,2190242
Net Food Importing Developing Countries (FAO),,2000,2212618.2
Net Food Importing Developing Countries (FAO),,2001,2285950.8
Net Food Importing Developing Countries (FAO),,2002,2289705
Net Food Importing Developing Countries (FAO),,2003,2480718.2
Net Food Importing Developing Countries (FAO),,2004,2483926.5
Net Food Importing Developing Countries (FAO),,2005,2633762.2
Net Food Importing Developing Countries (FAO),,2006,2744986.2
Net Food Importing Developing Countries (FAO),,2007,2772992.8
Net Food Importing Developing Countries (FAO),,2008,2843848.2
Net Food Importing Developing Countries (FAO),,2009,2791765
Net Food Importing Developing Countries (FAO),,2010,2860330
Net Food Importing Developing Countries (FAO),,2011,2983014.5
Net Food Importing Developing Countries (FAO),,2012,3158812
Net Food Importing Developing Countries (FAO),,2013,3306221.2
Net Food Importing Developing Countries (FAO),,2014,3688268
Net Food Importing Developing Countries (FAO),,2015,4026331.8
Net Food Importing Developing Countries (FAO),,2016,4106266
Net Food Importing Developing Countries (FAO),,2017,4178252.2
Net Food Importing Developing Countries (FAO),,2018,4224331
Net Food Importing Developing Countries (FAO),,2019,4329049
Net Food Importing Developing Countries (FAO),,2020,3832229.2
Net Food Importing Developing Countries (FAO),,2021,4257933.5
Net Food Importing Developing Countries (FAO),,2022,4479272.5
Net Food Importing Developing Countries (FAO),,2023,4847254
Netherlands,NLD,1961,9008
Netherlands,NLD,1962,8278
Netherlands,NLD,1963,6673
Netherlands,NLD,1964,6239
Netherlands,NLD,1965,6164
Netherlands,NLD,1966,5110
Netherlands,NLD,1967,6460
Netherlands,NLD,1968,5682
Netherlands,NLD,1969,4713
Netherlands,NLD,1970,4927
Netherlands,NLD,1971,4280
Netherlands,NLD,1972,3700
Netherlands,NLD,1973,3200
Netherlands,NLD,1974,3100
Netherlands,NLD,1975,2600
Netherlands,NLD,1976,1900
Netherlands,NLD,1977,1800
Netherlands,NLD,1978,1600
Netherlands,NLD,1979,1300
Netherlands,NLD,1980,1200
Netherlands,NLD,1981,1100
Netherlands,NLD,1982,900
Netherlands,NLD,1983,900
Netherlands,NLD,1984,700
Netherlands,NLD,1985,600
Netherlands,NLD,1986,1000
Netherlands,NLD,1987,1000
Netherlands,NLD,1988,1000
Netherlands,NLD,1989,400
Netherlands,NLD,1990,500
Netherlands,NLD,1991,500
Netherlands,NLD,1992,400
Netherlands,NLD,1993,300
Netherlands,NLD,1994,300
Netherlands,NLD,1995,300
Netherlands,NLD,1996,300
Netherlands,NLD,1997,100
Netherlands,NLD,1998,100
Netherlands,NLD,1999,100
Netherlands,NLD,2000,100
Netherlands,NLD,2001,100
Netherlands,NLD,2002,100
Netherlands,NLD,2003,200
Netherlands,NLD,2004,470
Netherlands,NLD,2005,680
Netherlands,NLD,2006,730
Netherlands,NLD,2007,860
Netherlands,NLD,2008,875
Netherlands,NLD,2009,880
Netherlands,NLD,2010,804.58
Netherlands,NLD,2011,751.24
Netherlands,NLD,2012,689.15
Netherlands,NLD,2013,593.28
Netherlands,NLD,2014,305.88
Netherlands,NLD,2015,300
Netherlands,NLD,2016,350
Netherlands,NLD,2017,400
Netherlands,NLD,2018,1700
Netherlands,NLD,2019,1600
Netherlands,NLD,2020,1700
Netherlands,NLD,2021,1930
Netherlands,NLD,2022,2100
Netherlands,NLD,2023,2460
New Zealand,NZL,1961,5330
New Zealand,NZL,1962,6558
New Zealand,NZL,1963,6920
New Zealand,NZL,1964,8030
New Zealand,NZL,1965,8674
New Zealand,NZL,1966,9000
New Zealand,NZL,1967,9980
New Zealand,NZL,1968,12445
New Zealand,NZL,1969,15396
New Zealand,NZL,1970,16750
New Zealand,NZL,1971,17750
New Zealand,NZL,1972,14136
New Zealand,NZL,1973,25000
New Zealand,NZL,1974,24000
New Zealand,NZL,1975,24242
New Zealand,NZL,1976,27008
New Zealand,NZL,1977,30000
New Zealand,NZL,1978,35000
New Zealand,NZL,1979,40000
New Zealand,NZL,1980,36917
New Zealand,NZL,1981,39200
New Zealand,NZL,1982,49350
New Zealand,NZL,1983,67600
New Zealand,NZL,1984,48950
New Zealand,NZL,1985,77880
New Zealand,NZL,1986,54610
New Zealand,NZL,1987,49000
New Zealand,NZL,1988,51000
New Zealand,NZL,1989,58926
New Zealand,NZL,1990,70171
New Zealand,NZL,1991,65708
New Zealand,NZL,1992,55500
New Zealand,NZL,1993,42621
New Zealand,NZL,1994,54000
New Zealand,NZL,1995,74500
New Zealand,NZL,1996,75300
New Zealand,NZL,1997,60000
New Zealand,NZL,1998,78300
New Zealand,NZL,1999,79700
New Zealand,NZL,2000,80100
New Zealand,NZL,2001,71000
New Zealand,NZL,2002,118700
New Zealand,NZL,2003,76400
New Zealand,NZL,2004,165500
New Zealand,NZL,2005,142000
New Zealand,NZL,2006,185000
New Zealand,NZL,2007,205000
New Zealand,NZL,2008,285000
New Zealand,NZL,2009,285000
New Zealand,NZL,2010,266000
New Zealand,NZL,2011,328000
New Zealand,NZL,2012,269000
New Zealand,NZL,2013,345000
New Zealand,NZL,2014,445000
New Zealand,NZL,2015,326000
New Zealand,NZL,2016,436000
New Zealand,NZL,2017,396000
New Zealand,NZL,2018,411510.66
New Zealand,NZL,2019,413000
New Zealand,NZL,2020,457000
New Zealand,NZL,2021,370000
New Zealand,NZL,2022,532000
New Zealand,NZL,2023,532000
North America,,1961,3064739
North America,,1962,3050829
North America,,1963,3572033
North America,,1964,3297338
North America,,1965,4103467
North America,,1966,3550679
North America,,1967,2942918
North America,,1968,3386754
North America,,1969,3712261
North America,,1970,3061289
North America,,1971,3878647
North America,,1972,2589201
North America,,1973,4089159
North America,,1974,4122241
North America,,1975,4288457
North America,,1976,4356928
North America,,1977,4266439
North America,,1978,4659243
North America,,1979,5016720
North America,,1980,5602130
North America,,1981,4723407
North America,,1982,6637943
North America,,1983,5698336
North America,,1984,5363431
North America,,1985,5769386
North America,,1986,5503287
North America,,1987,5385473
North America,,1988,6115847
North America,,1989,5942985
North America,,1990,5630324
North America,,1991,5636545
North America,,1992,6077363
North America,,1993,5984596
North America,,1994,5927012
North America,,1995,5918474
North America,,1996,5518676
North America,,1997,7135633.5
North America,,1998,5832504
North America,,1999,6252569
North America,,2000,7453175
North America,,2001,6503980.5
North America,,2002,7126781
North America,,2003,6436683.5
North America,,2004,6079756
North America,,2005,7492999.5
North America,,2006,6116427.5
North America,,2007,6871003
North America,,2008,7065450.5
North America,,2009,7007877.5
North America,,2010,7198125.5
North America,,2011,7167351
North America,,2012,7341223
North America,,2013,8327425.5
North America,,2014,7608761
North America,,2015,7455057
North America,,2016,7465644.5
North America,,2017,7274550.5
North America,,2018,7470568
North America,,2019,6949349
North America,,2020,6078625
North America,,2021,6052720.5
North America,,2022,5998958.5
North America,,2023,5986882.5
North Macedonia,MKD,1992,264614
North Macedonia,MKD,1993,127992
North Macedonia,MKD,1994,205486
North Macedonia,MKD,1995,190677
North Macedonia,MKD,1996,214513
North Macedonia,MKD,1997,258360
North Macedonia,MKD,1998,243567
North Macedonia,MKD,1999,230104
North Macedonia,MKD,2000,264256
North Macedonia,MKD,2001,229800
North Macedonia,MKD,2002,119000
North Macedonia,MKD,2003,237279
North Macedonia,MKD,2004,247673
North Macedonia,MKD,2005,265717
North Macedonia,MKD,2006,254308
North Macedonia,MKD,2007,209701
North Macedonia,MKD,2008,236834
North Macedonia,MKD,2009,253456
North Macedonia,MKD,2010,253372
North Macedonia,MKD,2011,235104
North Macedonia,MKD,2012,240461
North Macedonia,MKD,2013,292075
North Macedonia,MKD,2014,195888
North Macedonia,MKD,2015,324769
North Macedonia,MKD,2016,333319
North Macedonia,MKD,2017,180349
North Macedonia,MKD,2018,294497
North Macedonia,MKD,2019,258960
North Macedonia,MKD,2020,317550
North Macedonia,MKD,2021,269131
North Macedonia,MKD,2022,265556
North Macedonia,MKD,2023,149006
Northern Africa (FAO),,1961,2562100
Northern Africa (FAO),,1962,2374472
Northern Africa (FAO),,1963,2477412
Northern Africa (FAO),,1964,2168742
Northern Africa (FAO),,1965,2743747
Northern Africa (FAO),,1966,1583714
Northern Africa (FAO),,1967,1398600
Northern Africa (FAO),,1968,1971400
Northern Africa (FAO),,1969,1643500
Northern Africa (FAO),,1970,1682100
Northern Africa (FAO),,1971,1860050
Northern Africa (FAO),,1972,1359360
Northern Africa (FAO),,1973,1413362
Northern Africa (FAO),,1974,1549272
Northern Africa (FAO),,1975,1252452
Northern Africa (FAO),,1976,1227977
Northern Africa (FAO),,1977,986424
Northern Africa (FAO),,1978,886598
Northern Africa (FAO),,1979,1012211
Northern Africa (FAO),,1980,1055283
Northern Africa (FAO),,1981,1088617
Northern Africa (FAO),,1982,836368
Northern Africa (FAO),,1983,983970
Northern Africa (FAO),,1984,1133096
Northern Africa (FAO),,1985,1265800
Northern Africa (FAO),,1986,1352000
Northern Africa (FAO),,1987,1170290
Northern Africa (FAO),,1988,1218330
Northern Africa (FAO),,1989,1267686
Northern Africa (FAO),,1990,1193403
Northern Africa (FAO),,1991,1195086
Northern Africa (FAO),,1992,1313134
Northern Africa (FAO),,1993,1310134
Northern Africa (FAO),,1994,1263343
Northern Africa (FAO),,1995,1198829
Northern Africa (FAO),,1996,1456102
Northern Africa (FAO),,1997,1468895
Northern Africa (FAO),,1998,1508964
Northern Africa (FAO),,1999,1690825
Northern Africa (FAO),,2000,1721817
Northern Africa (FAO),,2001,1679169
Northern Africa (FAO),,2002,1726872
Northern Africa (FAO),,2003,1951320
Northern Africa (FAO),,2004,2031188
Northern Africa (FAO),,2005,2211771
Northern Africa (FAO),,2006,2355728
Northern Africa (FAO),,2007,2178809
Northern Africa (FAO),,2008,2376204
Northern Africa (FAO),,2009,2365383.8
Northern Africa (FAO),,2010,2429147
Northern Africa (FAO),,2011,2287974
Northern Africa (FAO),,2012,2443886
Northern Africa (FAO),,2013,2514206.8
Northern Africa (FAO),,2014,2640715.5
Northern Africa (FAO),,2015,2855126.8
Northern Africa (FAO),,2016,2793613.2
Northern Africa (FAO),,2017,2858034
Northern Africa (FAO),,2018,2780711
Northern Africa (FAO),,2019,2784123
Northern Africa (FAO),,2020,2316481
Northern Africa (FAO),,2021,2693873
Northern Africa (FAO),,2022,2927243
Northern Africa (FAO),,2023,3044193.5
Northern America (FAO),,1961,2991483
Northern America (FAO),,1962,2979842
Northern America (FAO),,1963,3489383
Northern America (FAO),,1964,3209433
Northern America (FAO),,1965,4004588
Northern America (FAO),,1966,3443287
Northern America (FAO),,1967,2838809
Northern America (FAO),,1968,3274748
Northern America (FAO),,1969,3592103
Northern America (FAO),,1970,2880822
Northern America (FAO),,1971,3693867
Northern America (FAO),,1972,2395725
Northern America (FAO),,1973,3868540
Northern America (FAO),,1974,3881497
Northern America (FAO),,1975,4037885
Northern America (FAO),,1976,4070759
Northern America (FAO),,1977,3962631
Northern America (FAO),,1978,4227130
Northern America (FAO),,1979,4599253
Northern America (FAO),,1980,5150614
Northern America (FAO),,1981,4117416
Northern America (FAO),,1982,6020808
Northern America (FAO),,1983,5093791
Northern America (FAO),,1984,4819208
Northern America (FAO),,1985,5171636
Northern America (FAO),,1986,4831618
Northern America (FAO),,1987,4863804
Northern America (FAO),,1988,5557179
Northern America (FAO),,1989,5431015
Northern America (FAO),,1990,5191536
Northern America (FAO),,1991,5096846
Northern America (FAO),,1992,5544668
Northern America (FAO),,1993,5506270
Northern America (FAO),,1994,5377528
Northern America (FAO),,1995,5429915
Northern America (FAO),,1996,5096589
Northern America (FAO),,1997,6648348
Northern America (FAO),,1998,5340192
Northern America (FAO),,1999,5727190
Northern America (FAO),,2000,7037989
Northern America (FAO),,2001,6026846
Northern America (FAO),,2002,6728116
Northern America (FAO),,2003,5942482
Northern America (FAO),,2004,5738953
